ID,Title,Difficulty,Category,Company Count,Companies,LeetCode Link,Topics
134,Rotting Oranges,MEDIUM,Array,15,Adobe | Amazon | ByteDance | Citadel | Flipkart | Goldman Sachs | Intuit | Microsoft | Oracle | PayPal | Salesforce | ServiceNow | Twitter | Uber | Walmart,https://leetcode.com/problems/rotting-oranges,"Array, Breadth-First Search, Matrix"
135,Set Matrix Zeroes,MEDIUM,Array,15,Adobe | Amazon | Apple | Bloomberg | Goldman Sachs | Google | JP Morgan | Meta | Microsoft | NVIDIA | Oracle | ServiceNow | Uber | Walmart | Yahoo,https://leetcode.com/problems/set-matrix-zeroes,"Array, Hash Table, Matrix"
136,Word Break,MEDIUM,Array,15,Amazon | Apple | Bloomberg | Flipkart | Google | IBM | Intuit | Meta | Microsoft | Netflix | Salesforce | Snowflake | Uber | Walmart | Yahoo,https://leetcode.com/problems/word-break,"Array, Hash Table, String, Dynamic Programming, Trie, Memoization"
137,Rotate Array,MEDIUM,Array,14,Amazon | Apple | Bloomberg | Flipkart | Goldman Sachs | Google | IBM | Meta | Microsoft | Netflix | Oracle | ServiceNow | Visa | Walmart,https://leetcode.com/problems/rotate-array,"Array, Math, Two Pointers"
138,Search a 2D Matrix,MEDIUM,Array,14,Adobe | Amazon | Apple | Bloomberg | Cisco | Goldman Sachs | Google | Meta | Microsoft | Oracle | Snap | Visa | Walmart | Yahoo,https://leetcode.com/problems/search-a-2d-matrix,"Array, Binary Search, Matrix"
139,Find Peak Element,MEDIUM,Array,13,Bloomberg | Databricks | Flipkart | Goldman Sachs | Google | Meta | Microsoft | NVIDIA | Oracle | PayPal | ServiceNow | Snap | Visa,https://leetcode.com/problems/find-peak-element,"Array, Binary Search"
140,Koko Eating Bananas,MEDIUM,Array,13,Amazon | Atlassian | Citadel | DEShaw | Flipkart | Google | Linkedln | Meta | Microsoft | Netflix | Oracle | PayPal | Walmart,https://leetcode.com/problems/koko-eating-bananas,"Array, Binary Search"
141,4Sum,MEDIUM,Array,12,Adobe | Amazon | Apple | Bloomberg | DEShaw | Google | Meta | Microsoft | NVIDIA | ServiceNow | Uber | Yahoo,https://leetcode.com/problems/4sum,"Array, Two Pointers, Sorting"
142,Maximum Product Subarray,MEDIUM,Array,12,Adobe | Amazon | DEShaw | Goldman Sachs | Google | Linkedln | NVIDIA | Oracle | PayPal | ServiceNow | Uber | Yahoo,https://leetcode.com/problems/maximum-product-subarray,"Array, Dynamic Programming"
143,Subsets,MEDIUM,Array,12,Adobe | Amazon | Apple | Bloomberg | ByteDance | IBM | Meta | Microsoft | PayPal | Salesforce | Uber | Yahoo,https://leetcode.com/problems/subsets,"Array, Backtracking, Bit Manipulation"
144,Unique Paths II,MEDIUM,Array,12,Adobe | Amazon | Atlassian | Bloomberg | Cisco | Flipkart | Meta | Microsoft | NVIDIA | Uber | Yahoo | Zomato,https://leetcode.com/problems/unique-paths-ii,"Array, Dynamic Programming, Matrix"
145,Combination Sum II,MEDIUM,Array,11,Adobe | Amazon | Bloomberg | ByteDance | Meta | Microsoft | Oracle | Snap | Tesla | Uber | Walmart,https://leetcode.com/problems/combination-sum-ii,"Array, Backtracking"
146,Construct Binary Tree from Preorder and Inorder Traversal,MEDIUM,Array,11,Adobe | Amazon | Apple | Bloomberg | Google | Meta | Microsoft | Salesforce | Snowflake | Tesla | Yahoo,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal,"Array, Hash Table, Divide and Conquer, Tree, Binary Tree"
147,Find Minimum in Rotated Sorted Array,MEDIUM,Array,11,Cisco | Goldman Sachs | Google | IBM | Meta | Microsoft | PayPal | ServiceNow | Tesla | Uber | Yahoo,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array,"Array, Binary Search"
148,Gas Station,MEDIUM,Array,11,Amazon | Apple | Bloomberg | Cisco | Flipkart | Goldman Sachs | IBM | Microsoft | Oracle | ServiceNow | Yahoo,https://leetcode.com/problems/gas-station,"Array, Greedy"
149,Insert Interval,MEDIUM,Array,11,Adobe | Amazon | Apple | Bloomberg | Google | Linkedln | Meta | Microsoft | Oracle | Uber | Yahoo,https://leetcode.com/problems/insert-interval,Array
150,Maximal Square,MEDIUM,Array,11,ByteDance | Citadel | DEShaw | Goldman Sachs | Google | NVIDIA | Oracle | PayPal | Salesforce | ServiceNow | Walmart,https://leetcode.com/problems/maximal-square,"Array, Dynamic Programming, Matrix"
151,3Sum Closest,MEDIUM,Array,10,Adobe | Amazon | Apple | Bloomberg | Flipkart | Google | Meta | Microsoft | Uber | Yahoo,https://leetcode.com/problems/3sum-closest,"Array, Two Pointers, Sorting"
152,Minimum Path Sum,MEDIUM,Array,10,Amazon | Apple | Bloomberg | Goldman Sachs | Google | Meta | Microsoft | Salesforce | Uber | Yahoo,https://leetcode.com/problems/minimum-path-sum,"Array, Dynamic Programming, Matrix"
153,Random Pick with Weight,MEDIUM,Array,10,Amazon | Google | Linkedln | Meta | Netflix | PayPal | Snap | Snowflake | Twitter | Uber,https://leetcode.com/problems/random-pick-with-weight,"Array, Math, Binary Search, Prefix Sum, Randomized"
154,Evaluate Division,MEDIUM,Array,9,Amazon | BlackRock | Bloomberg | Citadel | Google | Snap | Snowflake | Stripe | Uber,https://leetcode.com/problems/evaluate-division,"Array, String, Depth-First Search, Breadth-First Search, Union Find, Graph, Shortest Path"
155,Task Scheduler,MEDIUM,Array,9,Apple | DEShaw | IBM | Intuit | Linkedln | Oracle | Salesforce | Snowflake | Uber,https://leetcode.com/problems/task-scheduler,"Array, Hash Table, Greedy, Sorting, Heap (Priority Queue), Counting"
156,Asteroid Collision,MEDIUM,Array,8,Amazon | Citadel | Flipkart | Goldman Sachs | NVIDIA | PayPal | Salesforce | ServiceNow,https://leetcode.com/problems/asteroid-collision,"Array, Stack, Simulation"
157,Find the Duplicate Number,MEDIUM,Array,8,Amazon | Citadel | Goldman Sachs | Google | IBM | JP Morgan | NVIDIA | Oracle,https://leetcode.com/problems/find-the-duplicate-number,"Array, Two Pointers, Binary Search, Bit Manipulation"
158,Longest Increasing Subsequence,MEDIUM,Array,8,Atlassian | Citadel | Goldman Sachs | Google | IBM | Intuit | Oracle | PayPal,https://leetcode.com/problems/longest-increasing-subsequence,"Array, Binary Search, Dynamic Programming"
159,Remove Duplicates from Sorted Array II,MEDIUM,Array,8,Adobe | Amazon | Apple | Bloomberg | Meta | Microsoft | Uber | Yahoo,https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii,"Array, Two Pointers"
160,Search Suggestions System,MEDIUM,Array,8,Atlassian | Citadel | Google | JP Morgan | Oracle | Salesforce | ServiceNow | Snap,https://leetcode.com/problems/search-suggestions-system,"Array, String, Binary Search, Trie, Sorting, Heap (Priority Queue)"
161,Search in Rotated Sorted Array II,MEDIUM,Array,8,Adobe | Amazon | Apple | Bloomberg | Meta | Microsoft | Uber | Yahoo,https://leetcode.com/problems/search-in-rotated-sorted-array-ii,"Array, Binary Search"
162,Spiral Matrix II,MEDIUM,Array,8,Adobe | Amazon | Bloomberg | Goldman Sachs | Google | Meta | Microsoft | Uber,https://leetcode.com/problems/spiral-matrix-ii,"Array, Matrix, Simulation"
163,Two Sum II - Input Array Is Sorted,MEDIUM,Array,8,Apple | Google | JP Morgan | Meta | Microsoft | Oracle | Qualcomm | Zomato,https://leetcode.com/problems/two-sum-ii-input-array-is-sorted,"Array, Two Pointers, Binary Search"
164,Design Tic-Tac-Toe,MEDIUM,Array,7,Apple | Atlassian | Databricks | Meta | Microsoft | Qualcomm | Tesla,https://leetcode.com/problems/design-tic-tac-toe,"Array, Hash Table, Design, Matrix, Simulation"
165,Largest Number,MEDIUM,Array,7,Goldman Sachs | NVIDIA | Oracle | Salesforce | ServiceNow | Visa | Yahoo,https://leetcode.com/problems/largest-number,"Array, String, Greedy, Sorting"
166,Max Area of Island,MEDIUM,Array,7,Bloomberg | Goldman Sachs | Intuit | Linkedln | Salesforce | Snowflake | Tesla,https://leetcode.com/problems/max-area-of-island,"Array, Depth-First Search, Breadth-First Search, Union Find, Matrix"
167,Max Consecutive Ones III,MEDIUM,Array,7,Google | Linkedln | Meta | Microsoft | Salesforce | Snap | Walmart,https://leetcode.com/problems/max-consecutive-ones-iii,"Array, Binary Search, Sliding Window, Prefix Sum"
168,Minimum Size Subarray Sum,MEDIUM,Array,7,Bloomberg | DEShaw | Goldman Sachs | Meta | Microsoft | NVIDIA | Oracle,https://leetcode.com/problems/minimum-size-subarray-sum,"Array, Binary Search, Sliding Window, Prefix Sum"
169,Permutations II,MEDIUM,Array,7,Adobe | Amazon | Bloomberg | Citadel | Linkedln | Meta | Microsoft,https://leetcode.com/problems/permutations-ii,"Array, Backtracking, Sorting"
170,Search a 2D Matrix II,MEDIUM,Array,7,ByteDance | Citadel | Google | Microsoft | Oracle | PayPal | Snap,https://leetcode.com/problems/search-a-2d-matrix-ii,"Array, Binary Search, Divide and Conquer, Matrix"
171,Subarray Product Less Than K,MEDIUM,Array,7,Apple | IBM | NVIDIA | Oracle | PayPal | Salesforce | ServiceNow,https://leetcode.com/problems/subarray-product-less-than-k,"Array, Binary Search, Sliding Window, Prefix Sum"
172,Subsets II,MEDIUM,Array,7,Adobe | Amazon | Bloomberg | Google | Meta | Microsoft | Swiggy,https://leetcode.com/problems/subsets-ii,"Array, Backtracking, Bit Manipulation"
173,Design Hit Counter,MEDIUM,Array,6,Apple | Atlassian | Databricks | Snowflake | Uber | Walmart,https://leetcode.com/problems/design-hit-counter,"Array, Binary Search, Design, Queue, Data Stream"
174,Evaluate Reverse Polish Notation,MEDIUM,Array,6,Amazon | Apple | Citadel | Linkedln | Meta | Microsoft,https://leetcode.com/problems/evaluate-reverse-polish-notation,"Array, Math, Stack"
175,K Closest Points to Origin,MEDIUM,Array,6,Amazon | Linkedln | Meta | Snap | Swiggy | Visa,https://leetcode.com/problems/k-closest-points-to-origin,"Array, Math, Divide and Conquer, Geometry, Sorting, Heap (Priority Queue), Quickselect"
176,Open the Lock,MEDIUM,Array,6,ByteDance | Citadel | DEShaw | Flipkart | JP Morgan | Uber,https://leetcode.com/problems/open-the-lock,"Array, Hash Table, String, Breadth-First Search"
177,Partition Equal Subset Sum,MEDIUM,Array,6,Flipkart | IBM | Microsoft | ServiceNow | Visa | Walmart,https://leetcode.com/problems/partition-equal-subset-sum,"Array, Dynamic Programming"
178,Single Element in a Sorted Array,MEDIUM,Array,6,Atlassian | Google | Microsoft | NVIDIA | ServiceNow | Snowflake,https://leetcode.com/problems/single-element-in-a-sorted-array,"Array, Binary Search"
179,Top K Frequent Words,MEDIUM,Array,6,Adobe | Amazon | Google | Intel | Netflix | ServiceNow,https://leetcode.com/problems/top-k-frequent-words,"Array, Hash Table, String, Trie, Sorting, Heap (Priority Queue), Bucket Sort, Counting"
180,Walls and Gates,MEDIUM,Array,6,Google | Salesforce | Snowflake | Spotify | Uber | Visa,https://leetcode.com/problems/walls-and-gates,"Array, Breadth-First Search, Matrix"
181,Design Circular Queue,MEDIUM,Array,5,Apple | Citadel | Intuit | Qualcomm | Tesla,https://leetcode.com/problems/design-circular-queue,"Array, Linked List, Design, Queue"
182,Kth Smallest Element in a Sorted Matrix,MEDIUM,Array,5,Apple | Meta | Oracle | Salesforce | Twitter,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix,"Array, Binary Search, Sorting, Heap (Priority Queue), Matrix"
183,Pairs of Songs With Total Durations Divisible by 60,MEDIUM,Array,5,Atlassian | BlackRock | Goldman Sachs | PayPal | Salesforce,https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60,"Array, Hash Table, Counting"
184,Snapshot Array,MEDIUM,Array,5,Databricks | Google | NVIDIA | Snap | Snowflake,https://leetcode.com/problems/snapshot-array,"Array, Hash Table, Binary Search, Design"
185,Triangle,MEDIUM,Array,5,Amazon | Apple | DEShaw | Oracle | Salesforce,https://leetcode.com/problems/triangle,"Array, Dynamic Programming"
186,Accounts Merge,MEDIUM,Array,4,Linkedln | Meta | Palantir | Snap,https://leetcode.com/problems/accounts-merge,"Array, Hash Table, String, Depth-First Search, Breadth-First Search, Union Find, Sorting"
187,Capacity To Ship Packages Within D Days,MEDIUM,Array,4,Amazon | Flipkart | Meta | Salesforce,https://leetcode.com/problems/capacity-to-ship-packages-within-d-days,"Array, Binary Search"
188,Construct Binary Tree from Inorder and Postorder Traversal,MEDIUM,Array,4,Adobe | Bloomberg | Microsoft | Walmart,https://leetcode.com/problems/construct-binary-tree-from-inorder-and-postorder-traversal,"Array, Hash Table, Divide and Conquer, Tree, Binary Tree"
189,Exclusive Time of Functions,MEDIUM,Array,4,IBM | Linkedln | Meta | Snap,https://leetcode.com/problems/exclusive-time-of-functions,"Array, Stack"
190,Find K Closest Elements,MEDIUM,Array,4,Apple | Atlassian | Linkedln | Meta,https://leetcode.com/problems/find-k-closest-elements,"Array, Two Pointers, Binary Search, Sliding Window, Sorting, Heap (Priority Queue)"
191,Find the Smallest Divisor Given a Threshold,MEDIUM,Array,4,DEShaw | IBM | Oracle | PayPal,https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold,"Array, Binary Search"
192,Frequency of the Most Frequent Element,MEDIUM,Array,4,CRED | Meta | Microsoft | Uber,https://leetcode.com/problems/frequency-of-the-most-frequent-element,"Array, Binary Search, Greedy, Sliding Window, Sorting, Prefix Sum"
193,House Robber II,MEDIUM,Array,4,ByteDance | Databricks | Linkedln | Visa,https://leetcode.com/problems/house-robber-ii,"Array, Dynamic Programming"
194,Longest String Chain,MEDIUM,Array,4,Atlassian | Citadel | Flipkart | Snap,https://leetcode.com/problems/longest-string-chain,"Array, Hash Table, Two Pointers, String, Dynamic Programming, Sorting"
195,Maximum Profit From Trading Stocks,MEDIUM,Array,4,BlackRock | Oracle | Snowflake | Walmart,https://leetcode.com/problems/maximum-profit-from-trading-stocks,"Array, Dynamic Programming"
196,Minimum Area Rectangle,MEDIUM,Array,4,ByteDance | Flipkart | Google | Snap,https://leetcode.com/problems/minimum-area-rectangle,"Array, Hash Table, Math, Geometry, Sorting"
197,Peak Index in a Mountain Array,MEDIUM,Array,4,Bloomberg | ByteDance | DEShaw | Google,https://leetcode.com/problems/peak-index-in-a-mountain-array,"Array, Binary Search"
198,Shuffle an Array,MEDIUM,Array,4,JP Morgan | Linkedln | NVIDIA | Uber,https://leetcode.com/problems/shuffle-an-array,"Array, Math, Design, Randomized"
199,Analyze User Website Visit Pattern,MEDIUM,Array,3,Amazon | Spotify | Uber,https://leetcode.com/problems/analyze-user-website-visit-pattern,"Array, Hash Table, Sorting"
200,Best Time to Buy and Sell Stock with Transaction Fee,MEDIUM,Array,3,Apple | Citadel | Goldman Sachs,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee,"Array, Dynamic Programming, Greedy"
201,Car Pooling,MEDIUM,Array,3,Flipkart | Goldman Sachs | Meta,https://leetcode.com/problems/car-pooling,"Array, Sorting, Heap (Priority Queue), Simulation, Prefix Sum"
202,Count Primes,MEDIUM,Array,3,Intel | Salesforce | Walmart,https://leetcode.com/problems/count-primes,"Array, Math, Enumeration, Number Theory"
203,Count Vowel Strings in Ranges,MEDIUM,Array,3,Atlassian | IBM | PayPal,https://leetcode.com/problems/count-vowel-strings-in-ranges,"Array, String, Prefix Sum"
204,Design Memory Allocator,MEDIUM,Array,3,ByteDance | Qualcomm | Uber,https://leetcode.com/problems/design-memory-allocator,"Array, Hash Table, Design, Simulation"
205,Dot Product of Two Sparse Vectors,MEDIUM,Array,3,Linkedln | Meta | NVIDIA,https://leetcode.com/problems/dot-product-of-two-sparse-vectors,"Array, Hash Table, Two Pointers, Design"
206,Find The Original Array of Prefix Xor,MEDIUM,Array,3,IBM | Morgan Stanley | NVIDIA,https://leetcode.com/problems/find-the-original-array-of-prefix-xor,"Array, Bit Manipulation"
207,H-Index,MEDIUM,Array,3,Bloomberg | ByteDance | NVIDIA,https://leetcode.com/problems/h-index,"Array, Sorting, Counting Sort"
208,Heaters,MEDIUM,Array,3,Bloomberg | DEShaw | Intuit,https://leetcode.com/problems/heaters,"Array, Two Pointers, Binary Search, Sorting"
209,Least Number of Unique Integers after K Removals,MEDIUM,Array,3,IBM | JP Morgan | Salesforce,https://leetcode.com/problems/least-number-of-unique-integers-after-k-removals,"Array, Hash Table, Greedy, Sorting, Counting"
210,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,MEDIUM,Array,3,Databricks | Uber | Visa,https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,"Array, Queue, Sliding Window, Heap (Priority Queue), Ordered Set, Monotonic Queue"
211,Maximize Distance to Closest Person,MEDIUM,Array,3,Amazon | Snap | Snowflake,https://leetcode.com/problems/maximize-distance-to-closest-person,Array
212,Maximize Greatness of an Array,MEDIUM,Array,3,BlackRock | NVIDIA | Salesforce,https://leetcode.com/problems/maximize-greatness-of-an-array,"Array, Two Pointers, Greedy, Sorting"
213,Maximum Number of Events That Can Be Attended,MEDIUM,Array,3,PayPal | Snowflake | Visa,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended,"Array, Greedy, Sorting, Heap (Priority Queue)"
214,Maximum Points You Can Obtain from Cards,MEDIUM,Array,3,DEShaw | Flipkart | Uber,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards,"Array, Sliding Window, Prefix Sum"
215,Maximum Sum of Distinct Subarrays With Length K,MEDIUM,Array,3,IBM | NVIDIA | Walmart,https://leetcode.com/problems/maximum-sum-of-distinct-subarrays-with-length-k,"Array, Hash Table, Sliding Window"
216,Minimum Cost For Tickets,MEDIUM,Array,3,Flipkart | Intuit | Snap,https://leetcode.com/problems/minimum-cost-for-tickets,"Array, Dynamic Programming"
217,Minimum Equal Sum of Two Arrays After Replacing Zeros,MEDIUM,Array,3,Amazon | Citadel | Palantir,https://leetcode.com/problems/minimum-equal-sum-of-two-arrays-after-replacing-zeros,"Array, Greedy"
218,Non-overlapping Intervals,MEDIUM,Array,3,Goldman Sachs | JP Morgan | Snowflake,https://leetcode.com/problems/non-overlapping-intervals,"Array, Dynamic Programming, Greedy, Sorting"
219,Number of Black Blocks,MEDIUM,Array,3,Twitter | Uber | Visa,https://leetcode.com/problems/number-of-black-blocks,"Array, Hash Table, Enumeration"
220,Number of Distinct Substrings in a String,MEDIUM,Array,3,Intuit | ServiceNow | Uber,https://leetcode.com/problems/number-of-distinct-substrings-in-a-string,"String, Trie, Rolling Hash, Suffix Array, Hash Function"
221,Number of Divisible Triplet Sums,MEDIUM,Array,3,IBM | Linkedln | Palantir,https://leetcode.com/problems/number-of-divisible-triplet-sums,"Array, Hash Table"
